file_name,add,Domain,Phyla,CARD,CAT,Comment,HORTUS,Latin_name,CAT_Description,description,link,video,ITA_names,ITA_descr,CAT_ITA_descrizione,Number,NL,NL_descriptie,CAT_NL_descriptie,English_name
14-green-algae-sea-lettuce,,,,Micro-Macro,Plant with no seeds nor flowers,green algae,,Ulva lactuca,"""<p>Green Algae are mainly multicellular organisms, obtaining most of their energy from sunlight via photosynthesis.</p> <p> Their chloroplasts contain chlorophylls, which gives them their green colour.</p> <p> Scientists believe that all plants evolved from them. Some algae started to survive out of the water that was still essential for their reproduction.</p>""","""<p>They attach to the rocky shore, seabed, or other algae with a disc-shaped hold-fast, which resembles the roots of land plants.</p> <p> It looks like a lettuce leaf, from that it is where the name comes from.</p> <p> They are eaten as part of the cuisines around the world, such as China, Scandinavia and the UK. They are a good source of proteins, minerals and vitamins.</p>""",https://www.youtube.com/watch?v=kf34FVrJNj8,https://www.youtube.com/watch?v=kf34FVrJNj8,Lattuga di mare,"""Si attaccano agli scogli, al fondale marino o ad altre alghe con una presa a forma di disco, che ricorda le radici delle piante terrestri. Sembra davvero una foglia di lattuga. Sono parte delle cucine di tutto il mondo: in Cina, in Scandinavia e nel Regno Unito. Sono una buona fonte di proteine, minerali e vitamine.""",Per le piante senza semi né fiori l’acqua è essenziale per loro riproduzione,14,Zeesla,"""<p>Ze hechten zich vast aan de rotsachtige kust, de zeebodem of andere algen met een schijfvormige houvast, die lijkt op de wortels van landplanten.</p> <p> Het lijkt op een slablad, vandaar de naam. Ze worden gegeten over de hele wereld, zoals China, Scandinavië en Groot-Brittannië. Ze zijn een goede bron van eiwitten, mineralen en vitamines.</p>""","“<p>Groene algen zijn voornamelijk meercellige organismen die hun energie grotendeels uit zonlicht halen via fotosynthese. Hun chloroplasten bevatten chlorofyl, waardoor ze hun groene kleur krijgen. </p> <p>Wetenschappers geloven dat alle planten uit algen zijn ontstaan. Sommige algen begonnen met overleven buiten het water dat nog steeds essentieel was voor hun voortplanting.</p>”",Sea Lettuce
15-green-algae-fresh-water-plant-ceratophyllum submersum,,,,Micro-Macro,Plant with no seeds nor flowers,fresh water plant,x,Chara globularis,,"""<p>These algae are fascinating because they share many characteristics with land plants and played an important role in the evolution of life on Earth.</p> <p> They the group of green algae most closely related to land plants. It has structures similar to plant stems, branches, and reproductive organs, making it an evolutionary stepping stone toward the first terrestrial plants.</p>""",https://www.youtube.com/watch?v=IOZIYkdoVEI,https://www.youtube.com/watch?v=IOZIYkdoVEI,Pianta d’acqua dolce,"""Queste alghe sono affascinanti perché condividono molte caratteristiche con le piante terrestri e hanno avuto un ruolo importante nell'evoluzione della vita sulla Terra. Appartengono al gruppo di alghe verdi più strettamente imparentato con le piante terrestri. Hanno strutture simili a steli, rami e organi riproduttivi delle piante, rendendole un passaggio evolutivo fondamentale verso le prime piante terrestri.""","Di solito le alghe verdi sono organismi multicellulari, che ottengono la maggior parte della loro energia dalla luce solare con la fotosintesi. La clorofilla conferisce loro il colore verde. Gli scienziati ritengono che tutte le piante si siano evolute da loro. Alcune alghe iniziarono a sopravvivere fuori dall’acqua pur essendo ancora essenziale per la loro riproduzione. Poi l’evoluzione ha aiutato le piante ad allontanarsi dall’acqua al punto da sopravvivere nei deserti.",15,Fijn hoornblad,"""<p>Het groeit volledig onder water, net onder het oppervlak van ondiep, stilstaand of langzaam bewegend water. Het heeft geen echte wortels. </p> <p>Het wordt vaak gebruikt in zoetwateraquaria vanwege het aantrekkelijke, veerachtige uiterlijk en de hoge zuurstofproductie.</p> <p> Het is inheems op alle continenten, behalve Antarctica.</p>""",,Fresh water plant
16-plant-liverworth,,,,Micro-Macro,Plant with no seeds nor flowers,,x,Marchantia polymorpha,,'<p>They have leaves and a stem but no roots.</p> <p> Their feet have filaments for anchorage only not for nutrition.</p> <p> Mature male plants grow stalked receptacles with male reproductive organs shaped like little umbrellas to spread spores around.</p>'',https://www.youtube.com/watch?v=mjx-2AfsFos,https://www.youtube.com/watch?v=mjx-2AfsFos,Epatica Ombrello,Hanno foglie e fusto ma non radici. I loro piedi hanno filamenti solo per ancorarsi non per nutrirsi. Le piante maschi crescono dei rametti con organi riproduttivi maschili a forma di piccoli ombrelli per diffondere le spore.,"Le piante senza semi sono molto legate all’acqua, ma non tanto quanto le alghe. Hanno bisogno di stare in un ambiente con un livello di umidità ottimale per la riproduzione e la sopravvivenza. Le felci sono in grado di sopravvivere un po’ più senza. Epatiche e muschi sono state le piante più antiche della Terra e hanno contribuito a produrre ossigeno, ridurre la CO2 e raffreddare il clima.",16,Parapluutjesmos,"‘’<p>Ze hebben bladeren en een stengel, maar geen wortels. Hun voeten hebben filamenten voor verankering, niet voor voeding.</p> <p> Volwassen mannelijke planten groeien in gesteelde bloembakken met mannelijke voortplantingsorganen in de vorm van kleine paraplu's die de sporen verspreiden.</p>’’",,Liverworth
17-planta-MOSS,,,,Micro-Macro,Plant with no seeds nor flowers,,x,Dicranum scoparium,"""<p>Plants with no seeds are very connected with water, but not as much as algae. They need a great level of humidity around for reproduction and survival.</p> <p> Ferns are able to survive a bit farther away from it. </p> <p>Liverworts and mosses were the oldest plants on Earth and helped to produce oxygen, reduce CO2 and cool down the climate.</p> <p>For plants with no seeds nor flowers water is essential to initiate the reproduction.</p>""","""<p>Nickname: Mood Moss, because of its temperamental appearance.</p> <p> When it’s suitably watered it looks fluffy and vibrant, but when it’s dehydrated it looks weak and delicate.</p>""",https://www.youtube.com/watch?v=CleZGsQGIOI,https://www.youtube.com/watch?v=CleZGsQGIOI,Muschio scopa a forcella,"""Soprannome: Muschio Uggioso, a causa del suo aspetto capriccioso. Quando è opportunamente annaffiato diventa soffice e vibrante, ma quando è disidratato sembra debole e delicato.""",,17,Gaffeltandmos,"""<p>In het Engels heeft het de bijnaam ‘mood moss’ vanwege zijn grillige uiterlijk. Als het de juiste hoeveelheid water krijgt ziet het er pluizig en levendig uit, maar zonder voldoende water ziet het er zwak en teer uit.</p>""","“<p>Voor planten zonder zaden of bloemen is water essentieel om de voortplanting op gang te brengen. Planten zonder zaden hebben veel water nodig, maar niet zoveel als algen. Ze hebben een hoge luchtvochtigheid nodig om zich voort te planten en te overleven. </p> <p>Varens kunnen iets verder weg daarvan overleven. </p> <p>Levermossen en mossen waren de oudste planten op aarde en hielpen zuurstof te produceren, CO2 te verminderen en het klimaat af te koelen.</p>’’",Broom fork moss
18-planta-dryopteris-wallichiana,,,,Micro-Macro,Plant with no seeds nor flowers,,x,Dryopteris wallichiana,"""<p>Ferns are tough: the famous asteroid that wiped out the dinosaurs? Ferns survived at it, dominated most of the land for the following 100.000 years, and are still here now.</p>""","""<p>The Latin specific epithet wallichiana refers to the 19th-century Danish surgeon and botanist Nathaniel Wallich.</p> <p> The lifespan of fern depends on the species, some types of ferns can live up to 100 years.</p>""",https://kids.kiddle.co/Nathaniel_Wallich,https://www.youtube.com/watch?v=IH636KqlU0c,Felce Comune,"""Il nome latino wallichiana viene dal chirurgo e botanico olandese del XIX secolo Nathaniel Wallich. La durata della vita delle felci dipende dalla specie, alcune possono vivere fino a 100 anni.""","Le felci sono resistenti: il famoso asteroide che ha spazzato via i dinosauri? Le felci sono sopravvissute, hanno dominato la maggiorparte delle terre emerse nei seguenti 100.000 anni, e continuano a farlo ancora oggi.",18,Zwarte schubvaren,"""<p>De Latijnse soortnaam wallichiana verwijst naar de 19e-eeuwse Deense chirurg en botanicus Nathaniel Wallich.</p> <p> De levensduur van varens hangt af van de soort, sommige soorten varens kunnen wel 100 jaar oud worden.</p>""","“<p>Varens zijn taai: de beroemde asteroïde die de dinosauriërs uitroeide? Varens overleefden het, domineerden het grootste deel van het land gedurende de volgende 100.000 jaar en zijn er nu nog steeds.</p>”",Wood Fern
19-planta-Capillus-venus,,,,Micro-Macro,Plant with no seeds nor flowers,,x,Adiantum capillus-veneris,,"""<p>Worldwide distributed, it is traditionally used in herbal medicine as a helpful agent for pectoral conditions of coughs and flu.</p> <p> Navajo people also smoke it or take it internally to treat mental illness.</p>""",https://www.youtube.com/watch?v=y7C8LMqHyGo,https://www.youtube.com/watch?v=myZKyn36B-0,Capelvenere,"""Diffusa in tutto il mondo, e’ usata come pianta officinale, la cui efficacia e’ provata per in casi di infezioni delle vie respiratorie come tosse o influenza. Il popolo Navajo la fuma  o la ingerisce per la cura delle malattie mentali.""",,19,Venushaar,"""<p>Wereldwijd verspreid, wordt het traditioneel in de kruidengeneeskunde gebruikt als een nuttig middel tegen borstaandoeningen zoals hoesten en griep. De Navajo roken het of nemen het in om psychische aandoeningen te behandelen.</p>""",,Capillus-veneris fern
20-planta-asplenium-scolopendrum,,,,Micro-Macro,Plant with no seeds nor flowers,,x,Asplenium scolopendrium,,"""<p>The reproductive structure is little dots located in rows on the underside of the leaf.</p> <p> The pattern was thought to look like a centipede and the scientific name, scolopendrium, is Latin for centipede.</p>""",https://en.wikipedia.org/wiki/Asplenium_scolopendrium,https://www.youtube.com/watch?v=mTi53KOMuMM,Felce lingua di cervo,"""La struttura riproduttiva forma dei pallini allineati sotto ogni foglia. Il pattern assomiglia ad un millepiedi o centipiedi e di li’ il nome scientifico: scolopendrium, e’ il nome latino del centipiedi.""",,20,Tongvaren,"""<p>De voortplantingsstructuur bestaat uit kleine puntjes in rijen aan de onderkant van het blad. Men dacht dat het patroon op een duizendpoot leek en de wetenschappelijke naam, scolopendrium, is Latijn voor duizendpoot.</p>""",,Hart's-tongue fern
21-planta-Pinus-pinaster-tree,,,,Micro-Macro,Plant with seeds no flowers,,x,Pinus pinaster,"""<p>Non-flowering plants are called gymnosperm, naked seeds.</p> <p> They are called like this because their seeds are open to the air with no covering such as the seeds of flowering plants.</p>""","""<p>With basil, extra-virgin olive oil and cheese, its seeds are one of the 4 key ingredients for the famous green pesto sauce.</p>""",https://www.italia.it/en/liguria/things-to-do/pesto-genovese,https://www.youtube.com/watch?v=NRWRU1LGAbs,Pino Marittimo,"""Con basilico, olio extra-virgine d’oliva e formaggio, i semi sono uno dei 4 ingredienti chiave per il famoso pesto alla genovese.""","Le piante senza fiori sono chiamate gymnosperm, semi nudi. Sono chiamate cosi’ perche’ i loro semi rimangono all’aria aperta senza la protezione che invece hanno i semi delle piante con fiori.",21,Zeeden,"""<p>Met basilicum, extra vergine olijfolie en kaas zijn de zaden een van de vier belangrijkste ingrediënten voor de beroemde groene pestosaus.</p>""","“N<p>iet-bloeiende planten worden gymnospermen genoemd, naakte zaden. Ze worden zo genoemd omdat hun zaden open in de lucht zijn zonder bedekking zoals de zaden van bloeiende planten.</p>”",Maritime pine
22-cycads,,,,Micro-Macro,Plant with seeds no flowers,,x,Cycas revoluta,,'<p>The plant is formed by a central trunk on top of which there is a tuft of pinnate leaves formed by numerous needle leaves.</p> <p> Cycas fossils have been dated about 250 million years ago. We can consider sago palm trees living fossils. Scientists conducted studies on them so they could understand plant fossils.</p> '',https://www.youtube.com/watch?v=iyJc22L5b94,https://www.youtube.com/watch?v=iyJc22L5b94,Cica,La pianta è formata da un tronco centrale al di sopra del quale si trova un ciuffo di foglie pennate formate da numerose foglie aghiformi. Sono stati trovati fossili di Cycas sono stati datati circa 250 milioni di anni fa uguali alle piante che vivino ora. Possiamo considerare queste piante dei veri fossili viventi.,,22,Sago palm,"‘’<p>De plant wordt gevormd door een centrale stam waarop zich een plukje geveerde bladeren bevindt, gevormd door talrijke naaldbladeren.</p> <p> Cycas-fossielen zijn ongeveer 250 miljoen jaar geleden gedateerd. We kunnen sagopalmen als levende fossielen beschouwen. Wetenschappers hebben er onderzoek naar gedaan, zodat ze plantenfossielen konden begrijpen.</p>’’",,Sago Palm
23-planta-gingko-biloba,,,,Micro-Macro,Plant with seeds no flowers,,x,Ginkgo biloba,,"""<p>Ginkgo from Japanese gin kyo, silver apricot. </p> <p>Ginkgoales first appeared over 290 million years ago. </p> <p>Extreme examples of their tenacity are seen in Hiroshima, Japan: the 6 trees that grow less than 2km from the 1945 atom bomb explosion were among the few living things in the area to survive the blast. Though charred survived and were soon healthy again.</p>""",https://www.youtube.com/watch?v=TboQ6uwiXtQ,https://www.youtube.com/watch?v=TboQ6uwiXtQ,Ginko,"""Ginkgo dal giapponese gin kyo, albicocca d’argento. Ginkgoales sono apparse per la prima volta oltre 290 milioni di anni fa. Un esempio estremo della sua tenacita’ si e’ visto in Hiroshima, Giappone: i 6 alberi cresciuti a meno di  2km da dove e’ esplosa la bomba atomica nel 1945 sono stati tra i pochi esseri viventi sopravvissuti in quell’area. Anche se carbonizzati sono sopravvissuti e presto hanno cominciato a germogliare.""",,23,Ginkgo biloba,"""<p>Ginkgo komt van het Japanse gin kyo, zilverabrikoos.</p> <p> Ginkgo's verschenen voor het eerst meer dan 290 miljoen jaar geleden.</p> <p> Een extreem voorbeeld van hun vasthoudendheid is te zien in Hiroshima, Japan: de zes bomen die op minder dan 2 km van de atoombomexplosie van 1945 groeiden, behoorden tot de weinige levende dingen in het gebied die de ontploffing overleefden. Hoewel verkoold, ze overleefden en snel waren ze weer gezond was.</p>’’",,Gingko 
24-ninfea,,,,Micro-Macro,Plant with seeds and flowers,,,Nymphaea pubescens,"""<p>Colourful petals of flowers the signal presence of nectar, that will feed pollinators (insects, birds or mammals) in exchange for help to pollinate and produce fruits and seeds.</p> <p> The fruit also generates food for animals to eat in exchange for dispersing seeds.</p>""",This plant is common in shallow lakes and ponds throughout temperate and tropical Asia. The leaves of this plant have fuzzy or hairy undersides and the stems are covered by the same hairs as well from this the common name hairy and the Latin pubescens. This is not visible from above the water.,https://www.youtube.com/watch?v=g-7AkihfPZU,https://www.youtube.com/watch?v=g-7AkihfPZU,Ninfea Pelosa,"""I petali colorati dei fiori signalano la presenza del nettare, che nutre gli impollinatori (insetti, uccelli o mammiferi) in cambio dell’aiuto degli impollinatori a produrre frutti e semi. I frutti inoltre generano cibo per gli animali per essere mangiati in cambio della dispersione dei semi""",,24,Harige waterlelie,"""<p>Deze plant komt veel voor in ondiepe meren en vijvers in gematigd en tropisch Azië.</p> <p> De bladeren van deze plant hebben een donzige of harige onderkant en ook de stengels zijn bedekt met dezelfde haren, vandaar de gebruikelijke naam harig en het Latijnse pubescens. Dit is niet zichtbaar van boven het wateroppervlak.</p>""","“<p>Kleurrijke bloemblaadjes van bloemen laten de aanwezigheid van nectar zien, die bestuivers (insecten, vogels of zoogdieren) zullen voeden. In ruil voor hulp bij de bestuiving en de productie van vruchten en zaden. De vrucht genereert ook voedsel voor dieren in ruil voor de verspreiding van zaden.</p>”",Hairy water lily
25-Ilex-aquilinum,,,,Micro-Macro,Plant with seeds and flowers,,x,Ilex aquifolium,,"""<p>The common European holly tree is used in Christmas times for decorations and cards.</p> <p> Holly berries are very similar to cranberries, which are often used for Christmas dinner with turkey, but better not to confuse them, because they can cause vomiting and diarrhoea and eventually .... death.</p>""",https://www.youtube.com/watch?v=FGgNYsk49Gw,https://www.youtube.com/watch?v=FGgNYsk49Gw,Agrifoglio,"""L’agrifoglio europeo viene utilizzato nel periodo natalizio per decorazioni e cartoline. Le bacche di agrifoglio sono molto simili ai mirtilli rossi, che spesso vengono usati per il pranzo di Natale con il tacchino, ma meglio non confonderli, perché possono causare vomito e dissenteria e alla fine.... morte.""",,25,Hulst,"""<p>De gewone Europese hulstboom wordt in de kersttijd gebruikt voor versieringen en kaarten. </p> <p>Hulstbessen lijken erg op veenbessen, die vaak worden gebruikt voor het kerstdiner met kalkoen, maar je kunt ze beter niet verwarren, want ze kunnen braken en diarree veroorzaken en uiteindelijk .... de dood.</p>""",,Holly
26-planta-magnolia-grandiflora,,,,Micro-Macro,Plant with seeds and flowers,,x,Magnolia grandiflora,,"""<p>Magnolias exist on the planet for at least 95 million years. As they appeared before bees, magnolias slowly changed their flowers to become more attractive these insects ensuring successful pollination.</p> <p> Flowers come in different colours: pink, purple, white, yellow or green. Petals of Magnolia grandiflora are used as a condiment in England.</p>""",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:554723-1/images,https://www.youtube.com/watch?app=desktop&v=mVLR8qhua1Q&t=0s,Magnolia gigante,"""Le magnolie esistono sul pianeta da almeno 95 milioni di anni, prima ancora delle api. Quando le api hanno cominciato ad apparire, i fiori hanno cominciato a cambiare per diventare più attraenti a questi insetti assicurando il successo dell’impollinazione. 
I fiori sono disponibili in diversi colori: rosa, viola, bianco, giallo o verde. 
In Inghilterra, i petali di Magnolia grandiflora sono usati come condimento.""",,26,Magnolia,"""<p>Magnolia’s bestaan al minstens 95 miljoen jaar op aarde. Toen er bijen verschenen, veranderden magnolia’s hun bloemen langzaam om aantrekkelijker te worden voor deze insecten, zodat een succesvolle bestuiving verzekerd was.</p> <p> Bloemen zijn er in verschillende kleuren: roze, paars, wit, geel of groen. Bloemblaadjes van Magnolia grandiflora worden in Engeland gebruikt als specerij.</p>""",,Magnolia
27-plant-orchid,,,,Micro-Macro,Plant with seeds and flowers,,x,Phalaenopsis amabilis,,"""<p>Both Latin and common names come from the shape of the flowers that resemble flying moths.</p> <p> It is native to North Australia, Indonesia, Papua Nova Guinea, the Philippines and New Britain. It grows in rainforests up to 600 meters in height.</p> <p> It is one of the symbols of Indonesia, because of its beauty.</p>""",https://www.rhs.org.uk/plants/phalaenopsis,https://www.youtube.com/watch?v=hmI-rJuYAjw,Orchidea,"""Sia il nome latino sia quello comune derivano dalla forma dei fiori che ricorda quello delle falene volanti. È originario dell’Australia settentrionale, dell’Indonesia, della Papua Nova Guinea, delle Filippine e della Nuova Gran Bretagna. Cresce nelle foreste pluviali fino a 600 metri di altezza. Per la sua bellezza è stato scelto come uno dei simboli dell’Indonesia,""",,27,Vlinderorchidee,"""<p>Zowel de Latijnse als de gewone naam komen van de vorm van de bloemen die lijken op vliegende motten.</p> <p> De plant komt oorspronkelijk uit Noord-Australië, Indonesië, Papoea Nieuw-Guinea, de Filippijnen en Nieuw-Brittannië. Hij groeit in regenwouden tot 600 meter hoogte.</p> <p> Het is een van de symbolen van Indonesië vanwege zijn schoonheid.</p>""",,Moth Orchid
28-rice,,,,Micro-Macro,Plant with seeds and flowers,,,Oryza sativa,,"""<p>Cereal grain, rice was first domesticated in the Yangtze River basin in China 13,500 to 8,200 years ago.</p> <p> It is the most widely consumed staple food for over half of the world’s human population, especially in Asia and Africa.</p> <p> The traditional method for cultivating is flooding the fields while, or after, setting the young seedlings.</p>""",https://www.youtube.com/watch?v=TGRJZUGuTDY,https://www.youtube.com/watch?v=TGRJZUGuTDY,Riso,"""Il riso, è un cereale addomesticato per la prima volta nel bacino del fiume Yangtze in Cina tra gli 8.200 - 13.500 anni fa. È l’alimento base più consumato da oltre la metà della popolazione umana mondiale, soprattutto in Asia e in Africa. Il metodo tradizionale di coltivazione consiste nell’inondare i campi durante o dopo l’impianto delle giovani piantine.""",,28,Rijst,"""<p>Rijst, een graankorrel, werd 13.500 tot 8.200 jaar geleden voor het eerst gedomesticeerd in het stroomgebied van de Yangtze rivier in China.</p> <p> Het is het meest geconsumeerde basisvoedsel voor meer dan de helft van de wereldbevolking, vooral in Azië en Afrika. </p> <p>De traditionele methode om het te verbouwen is door de velden onder water te zetten tijdens of na het planten van de jonge zaailingen.</p>""",,Rice
29-lilium,,,,Micro-Macro,Plant with seeds and flowers,,x,Lilium orientalis,,"""<p>Lilies have different meanings all over the world. </p> <p>The Chinese believe they bring good luck (especially in regards to Feng Shui), whilst in the Assyrian civilisation, they were considered to be a holy flower. Greek lore on the other hand associates the lily with motherhood whilst Christians believe this flower to represent chastity and innocence.</p>""",https://www.cornell.edu/video/whispering-willows-and-lying-lilies,https://www.youtube.com/watch?v=XYduI2HniMs,Giglio,"""I gigli hanno significati diversi in tutto il mondo. I cinesi credono che portino fortuna (soprattutto per quanto riguarda il Feng Shui), mentre nella civiltà assira erano considerati un fiore sacro. La tradizione greca associa il giglio alla maternità, mentre per i cristiani questo fiore rappresenta la castità e l’innocenza.
È un simbolo di Firenze e riportato su tutti i monumenti e su molte opere d’arte.""",,29,Lelie,"""<p>Lelies hebben over de hele wereld verschillende betekenissen.</p> <p> De Chinezen geloven dat ze geluk brengen (vooral met betrekking tot Feng Shui), terwijl ze in de Assyrische beschaving werden beschouwd als een heilige bloem. In de Griekse overlevering wordt de lelie geassocieerd met moederschap, terwijl christenen geloven dat deze bloem staat voor kuisheid en onschuld.</p>""",,Lily
30-tulip,,,,Micro-Macro,Plant with seeds and flowers,,x,Tulipa gesneriana,,"""<p>Plant from the lily family has been originated in 1574 Istanbul, Turkey for the Sultan Selim II.</p> <p>When the tulip originally arrived in Europe from the Ottoman Empire, its popularity soared and quickly became a status symbol for the newly wealthy merchants of the Dutch Golden Age. The speculative frenzy known as the Tulip Mania reached its top between 1634 and 1637.</p> <p> Tulip remains a symbol of Turkey and the Netherlands still today!</p>""",https://www.youtube.com/watch?v=Z1rqRwQ7w0o,https://www.youtube.com/watch?v=I5ZR0jMlxX0,Tulipano,"""Fa parte della famiglia dei gigli. È stata selezionato nel 1574 ad Istanbul, in Turchia, per il sultano Selim II. Quando il tulipano arrivò in Europa dall’impero ottomano, la sua popolarità fu incredibile e divenne rapidamente uno status symbol per i nuovi ricchi mercanti olandesi. I prezzi aumentaroni vertiginosamente per una speculazione nota come Mania del Tulipano, con punte massime intorno al 1635. 
Il tulipano rimane ancora oggi simbolo sia della Turchia sia dei Paesi Bassi!""",,30,Tulp,"""<p>De plant uit de leliefamilie is ontstaan in 1574 in Istanbul, Turkije, voor sultan Selim II.,/p> <p> Toen de tulp oorspronkelijk vanuit het Ottomaanse Rijk in Europa arriveerde, steeg de populariteit enorm en werd het al snel een statussymbool voor de nieuwe rijke kooplieden van de Nederlandse Gouden Eeuw. De speculatieve razernij die bekend staat als de Tulpenmanie bereikte zijn hoogtepunt tussen 1634 en 1637.</p> <p> Tot op de dag van vandaag staat de tulp symbool voor Turkije en Nederland!</p>""",,Tulip
31-sunflower,,,,Micro-Macro,Plant with seeds and flowers,,x,Helianthus annuus,,"""<p>Sunflowers are original from the Americas. They were first domesticated in what is now Mexico and the Southern United States. Domestic sunflower seeds have been found in Mexico, dating to 2100 BC.</p> <p> The fist crops have been brought to Europe in the 16th century.</p>
<p>The dot at the center of the flower is formed by hundreds of mini flowers if you see them close.</p>""",https://www.youtube.com/watch?v=bMgocKSF1to,https://www.youtube.com/watch?v=bMgocKSF1to,Girasole,"""I girasoli sono originari delle Americhe. Furono addomesticati per la prima volta in quello che oggi è il Messico e gli Stati Uniti meridionali. Semi di girasole domestici sono stati trovati in Messico, risalenti al 2100 a.C. Nel XVI secolo ci sono stati i primi raccolti in Europa.
Il centro del fiore e’ formato da centinaia di mini fiori se li vedi da vicino.""",,31,Zonnebloem,"""<p>Zonnebloemen komen oorspronkelijk uit Amerika. Ze werden voor het eerst gedomesticeerd in wat nu Mexico en het zuiden van de Verenigde Staten is. In Mexico zijn zonnebloempitten gevonden die dateren uit 2100 voor Christus. De eerste gewassen werden naar Europa gebracht in de 16e eeuw. </p> <p>De stip in het midden van de bloem wordt gevormd door honderden minibloemen die te zien zijn als je ze van dichtbij bekijkt.</p>""",,Sunflower
32-tomato,,,,Micro-Macro,Plant with seeds and flowers,,x,Solanum lycopersicum,,"""<p>It originated in South and Central America, where it was domesticated. The berry has been used in cooking since 500 BC. Before that, their wild fruit was the size of a pea.</p> <p> The original Aztec word Tomatl was introduced by the Spanish to Europe and the colonies from the 16th century.</p> <p> For the first time it appeared in a herbarium in Europe in 1544, thanks to Pietro Andrea Mattioli, an Italian physician and botanist. He suggested that a new type of blood-red or golden aubergine had been brought to Italy and suggested that it should be eaten cooked and seasoned with salt, black pepper and oil.</p>""",https://www.youtube.com/watch?v=Z05ptvUpYIY,https://www.youtube.com/watch?v=Z05ptvUpYIY,Pomodoro,"""Ha avuto origine nell’America meridionale e centrale, dove è stata addomesticata. La bacca è stata usata in cucina sin dal 500 a.C. Prima di allora, i loro frutti selvatici avevano le dimensioni di piselli. La parola azteca originale Tomatl fu introdotto dagli spagnoli in Europa e nelle colonie dal XVI secolo. Per la prima volta è apparso in un erbario in Europa nel 1544, grazie a Pietro Andrea Mattioli, medico e botanico italiano. Suggerì che fosse stato portato in Italia un nuovo tipo di melanzana di colore rosso sangue o dorato e ne suggeri’ il consumo coto e condito con sale, pepe nero e olio.""",,32,Tomaat,"""<p>Hij komt oorspronkelijk uit Zuid- en Midden-Amerika, waar hij werd gedomesticeerd.</p> <p> De bes wordt al sinds 500 voor Christus gebruikt in de keuken. Daarvoor was de wilde vrucht zo groot als een erwt. Het oorspronkelijke Azteekse woord Tomatl werd vanaf de 16e eeuw door de Spanjaarden geïntroduceerd in Europa en de koloniën.</p> <p> In 1544 verscheen het voor het eerst in een herbarium in Europa, dankzij Pietro Andrea Mattioli, een Italiaanse arts en botanicus. Hij suggereerde dat een nieuwe soort bloedrode of gouden aubergine naar Italië was gebracht en stelde voor om deze gekookt te eten en op smaak te brengen met zout, zwarte peper en olie.</p>""",,Tomato
